file_urls,image_urls,name,price,url
,https://hotline.ua/img/tx/393/393551156_s265.jpg,ASUS Q530VJ (Q530VJ-I73050),"
            39 899",/ua/computer-noutbuki-netbuki/asus-q530vj-q530vj-i73050/
,https://hotline.ua/img/tx/451/451180219_s265.jpg,MSI Thin GF63 12UCX (12UCX-494XPL),"
            24 430",/ua/computer-noutbuki-netbuki/msi-thin-gf63-12ucx-12ucx-494xpl/
,https://hotline.ua/img/tx/420/420665296_s265.jpg,"Apple MacBook Pro 16"" Silver Late 2023 (MUW73)","
            165 500",/ua/computer-noutbuki-netbuki/apple-macbook-pro-16-silver-late-2023-muw73/
,https://hotline.ua/img/tx/450/450385695_s265.jpg,ASUS TUF Gaming A15 FA507NU Mecha Gray (FA507NU-LP031),"
            39 799",/ua/computer-noutbuki-netbuki/asus-tuf-gaming-a15-2023-fa507nu-mecha-gray-fa507nu-lp031/
,https://hotline.ua/img/tx/444/444241659_s265.jpg,ASUS ROG Strix Scar 17 G733PZ (G733PZ-LL054W),"
            94 999",/ua/computer-noutbuki-netbuki/asus-rog-strix-scar-17-g733pz-ll054w/
,https://hotline.ua/img/tx/410/410846727_s265.jpg,Acer Aspire 7 A715-76G-50FE (NH.QN4EX.003),"
            26 899",/ua/computer-noutbuki-netbuki/acer-aspire-7-a715-76g-50fe-nhqn4ex003/
,https://hotline.ua/img/tx/400/400526205_s265.jpg,Acer Nitro 5 AN515-58-56CH (NH.QLZAA.001),"
            34 496",/ua/computer-noutbuki-netbuki/acer-nitro-5-an515-58-56ch-nhqlzaa001/
,https://hotline.ua/img/tx/450/450573826_s265.jpg,ASUS ROG Zephyrus M16 GU603ZM (GU603ZM-M16.I73060),"
            69 999",/ua/computer-noutbuki-netbuki/asus-rog-zephyrus-gu603zm-gaming-gu603zm-m16i73060/
,https://hotline.ua/img/tx/242/242522584_s265.jpg,"Apple MacBook Air 13"" Space Gray Late 2020 (MGN63)","
            29 399",/ua/computer-noutbuki-netbuki/apple-macbook-air-13-space-gray-late-2020-mgn63/
,https://hotline.ua/img/tx/436/436161447_s265.jpg,ASUS TUF Gaming F15 FX507ZI (FX507ZI-F15.I74070),"
            52 899",/ua/computer-noutbuki-netbuki/asus-tuf-gaming-f15-fx507zi-fx507zi-f15i74070/
,https://hotline.ua/img/tx/391/391927407_s265.jpg,"Apple MacBook Air 15"" M2 Midnight 2023 (MQKW3)","
            44 600",/ua/computer-noutbuki-netbuki/apple-macbook-air-15-m2-midnight-2023-mqkw3/
,https://hotline.ua/img/tx/420/420663769_s265.jpg,"Apple MacBook Pro 14"" Silver Late 2023 (MRX63)","
            82 368",/ua/computer-noutbuki-netbuki/apple-macbook-pro-14-silver-late-2023-mrx63/
,https://hotline.ua/img/tx/302/302379206_s265.jpg,Apple MacBook Pro 16” Space Gray 2021 (MK183),"
            60 999",/ua/computer-noutbuki-netbuki/apple-macbook-pro-16-space-gray-2021-mk183/
,https://hotline.ua/img/tx/341/341756494_s265.jpg,"Apple MacBook Air 13,6"" M2 Midnight 2022 (MLY33)","
            39 599",/ua/computer-noutbuki-netbuki/apple-macbook-air-136-m2-midnight-2022-mly33/
,https://hotline.ua/img/tx/420/420666407_s265.jpg,"Apple MacBook Pro 16"" Space Black Late 2023 (MRW13)","
            98 625",/ua/computer-noutbuki-netbuki/apple-macbook-pro-16-space-black-late-2023-mrw13/
,https://hotline.ua/img/tx/420/420666443_s265.jpg,"Apple MacBook Pro 16"" Space Black Late 2023 (MRW23)","
            109 296",/ua/computer-noutbuki-netbuki/apple-macbook-pro-16-space-black-late-2023-mrw23/
,https://hotline.ua/img/tx/448/448900421_s265.jpg,Lenovo Legion 5 15ARP8 Storm Grey (83EF0002US),"
            43 699",/ua/computer-noutbuki-netbuki/lenovo-legion-5-15arp8-storm-grey-83ef0002us/
,https://hotline.ua/img/tx/420/420664330_s265.jpg,"Apple MacBook Pro 14"" Space Black Late 2023 (MRX33)","
            83 399",/ua/computer-noutbuki-netbuki/apple-macbook-pro-14-space-black-late-2023-mrx33/
,https://hotline.ua/img/tx/302/302348312_s265.jpg,"Apple MacBook Pro 14” Space Gray 2021 (MKGP3, Z15G0016D)","
            58 499",/ua/computer-noutbuki-netbuki/apple-macbook-pro-14-space-gray-2021-mkgp3/
,https://hotline.ua/img/tx/421/421610854_s265.jpg,GIGABYTE Gigabyte G7 KF (KF-E3EE213SD),"
            37 146",/ua/computer-noutbuki-netbuki/gigabyte-gigabyte-g7-kf-kf-e3ee213sd/
,https://hotline.ua/img/tx/368/368083124_s265.jpg,"Apple MacBook Pro 16"" Space Gray 2023 (MNW83)","
            73 075",/ua/computer-noutbuki-netbuki/apple-macbook-pro-16-space-gray-2023-mnw83/
,https://hotline.ua/img/tx/420/420664627_s265.jpg,"Apple MacBook Pro 14"" Space Gray Late 2023 (MTL73)","
            58 855",/ua/computer-noutbuki-netbuki/apple-macbook-pro-14-space-gray-late-2023-mtl73/
,https://hotline.ua/img/tx/342/342216250_s265.jpg,"Apple MacBook Air 13,6"" M2 Space Gray 2022 (MLXX3)","
            44 312",/ua/computer-noutbuki-netbuki/apple-macbook-air-136-m2-space-gray-2022-mlxx3/
,https://hotline.ua/img/tx/368/368083088_s265.jpg,"Apple MacBook Pro 14"" Space Gray 2023 (MPHE3)","
            75 350",/ua/computer-noutbuki-netbuki/apple-macbook-pro-14-space-gray-2023-mphe3/
,https://hotline.ua/img/tx/450/450438563_s265.jpg,Lenovo Legion Slim 5 16APH8 (82Y9000QUS),"
            48 999",/ua/computer-noutbuki-netbuki/lenovo-legion-slim-5-16aph8-82y9000qus/
,https://hotline.ua/img/tx/385/385196116_s265.jpg,Lenovo Legion Pro 5 16IRX8 (82WK004GUS),"
            60 092",/ua/computer-noutbuki-netbuki/lenovo-legion-pro-5-16irx8-82wk004gus/
,https://hotline.ua/img/tx/407/407732184_s265.jpg,Lenovo Legion Pro 5 16IRX8 (82WK0082US),"
            60 999",/ua/computer-noutbuki-netbuki/lenovo-legion-pro-5-16irx8-82wk0082us/
,https://hotline.ua/img/tx/420/420665122_s265.jpg,"Apple MacBook Pro 16"" Silver Late 2023 (MRW43)","
            98 625",/ua/computer-noutbuki-netbuki/apple-macbook-pro-16-silver-late-2023-mrw43/
,https://hotline.ua/img/tx/449/449518989_s265.jpg,Lenovo IdeaPad Gaming 3 15ACH6 Shadow Black (82K2028DPB),"
            23 912",/ua/computer-noutbuki-netbuki/lenovo-ideapad-gaming-3-15ach6-shadow-black-82k2028dpb/
,https://hotline.ua/img/tx/446/446806622_s265.jpg,GIGABYTE G7 MF (MF-E2EE213SD),"
            32 718",/ua/computer-noutbuki-netbuki/gigabyte-g7-mf-mf-e2ee213sd/
,https://hotline.ua/img/tx/447/447683604_s265.jpg,"Apple MacBook Air 13,6"" M3 2024 Silver (MXCT3)","
            74 821",/ua/computer-noutbuki-netbuki/apple-macbook-air-136-m3-2024-silver-mxct3/
,https://hotline.ua/img/tx/447/447557436_s265.jpg,ASUS ROG Zephyrus G14 GA402XV (GA402XV-G14.R94060),"
            49 999",/ua/computer-noutbuki-netbuki/asus-rog-zephyrus-g14-ga402xv-ga402xv-g14r94060/
,https://hotline.ua/img/tx/344/344351301_s265.jpg,"ASUS TUF Gaming F15 FX506HC Graphite Black (FX506HC-HN004, 90NR0724-M00NU0)","
            28 444",/ua/computer-noutbuki-netbuki/asus-tuf-gaming-f15-fx506hc-fx506hc-hn004/
,https://hotline.ua/img/tx/447/447683661_s265.jpg,"Apple MacBook Air 15"" M3 2024 Midnight (MXD43)","
            79 982",/ua/computer-noutbuki-netbuki/apple-macbook-air-15-m3-2024-midnight-mxd43/
,https://hotline.ua/img/tx/420/420663806_s265.jpg,"Apple MacBook Pro 14"" Silver Late 2023 (MRX73)","
            94 654",/ua/computer-noutbuki-netbuki/apple-macbook-pro-14-silver-late-2023-mrx73/
,https://hotline.ua/img/tx/440/440418312_s265.jpg,HP Victus 15-fa1072wm (8B3R1UA),"
            38 759",/ua/computer-noutbuki-netbuki/hp-victus-15-fa1072wm-8b3r1ua/
,https://hotline.ua/img/tx/423/423260013_s265.jpg,GIGABYTE G5 KF (KF5-G3US353SH),"
            38 549",/ua/computer-noutbuki-netbuki/gigabyte-g5-kf5-g3us353sh/
,https://hotline.ua/img/tx/441/441373333_s265.jpg,GIGABYTE AORUS 7 9MF (9MF-E2EE513SD),"
            38 299",/ua/computer-noutbuki-netbuki/gigabyte-aorus-7-9mf-9mf-e2ee513sd/
,https://hotline.ua/img/tx/446/446008285_s265.jpg,GIGABYTE G5 MF (MF-E2EE333SD),"
            31 699",/ua/computer-noutbuki-netbuki/gigabyte-g5-mf-mf-e2ee333sd/
,https://hotline.ua/img/tx/424/424746218_s265.jpg,"Apple MacBook Air 15"" M2 Midnight 2023 (Z18T000PL, Z18T0006E)","
            60 676",/ua/computer-noutbuki-netbuki/apple-macbook-air-15-m2-midnight-2023-z18t000pl/
,https://hotline.ua/img/tx/368/368083093_s265.jpg,"Apple MacBook Pro 14"" Space Gray 2023 (MPHF3)","
            74 649",/ua/computer-noutbuki-netbuki/apple-macbook-pro-14-space-gray-2023-mphf3/
,https://hotline.ua/img/tx/400/400869898_s265.jpg,ASUS ZenBook 14X OLED Q420VA (Q420VA-EVO.I7512),"
            33 999",/ua/computer-noutbuki-netbuki/asus-zenbook-14x-oled-q420va-q420va-evoi7512/
,https://hotline.ua/img/tx/427/427511553_s265.jpg,Dell G15 5530 (5530-8522),"
            33 899",/ua/computer-noutbuki-netbuki/dell-g15-5530-5530-8522/
,https://hotline.ua/img/tx/425/425019024_s265.jpg,"Apple MacBook Pro 14"" Space Gray Late 2023 (Z1C80001D)","
            76 499",/ua/computer-noutbuki-netbuki/apple-macbook-pro-14-space-gray-late-2023-z1c80001d/
,https://hotline.ua/img/tx/429/429235102_s265.jpg,MSI Thin GF63 12UC (12UC-1045XPL),"
            27 219",/ua/computer-noutbuki-netbuki/msi-thin-gf63-12uc-12uc-1045xpl/
,https://hotline.ua/img/tx/451/451180194_s265.jpg,ASUS TUF Gaming A15 FA507RM (FA507RM-HN079),"
            35 725",/ua/computer-noutbuki-netbuki/asus-tuf-gaming-a15-fa507rm-fa507rm-hn079/
,https://hotline.ua/img/tx/450/450152542_s265.jpg,GIGABYTE AORUS 16X 9KG 2024 Midnight Gray (9KG-43UAC54SH),"
            57 409",/ua/computer-noutbuki-netbuki/gigabyte-aorus-16x-9kg-2024-midnight-gray-9kg-43uac54sh/
,https://hotline.ua/img/tx/399/399125903_s265.jpg,HP Victus 15-fa1093dx (7N3S2UA),"
            31 699",/ua/computer-noutbuki-netbuki/hp-victus-15-fa1093dx-7n3s2ua/
,https://hotline.ua/img/tx/451/451180202_s265.jpg,ASUS TUF Gaming F17 FX707ZC4 (FX707ZC4-HX008),"
            33 843",/ua/computer-noutbuki-netbuki/asus-tuf-gaming-f17-fx707zc4-fx707zc4-hx008/
,https://hotline.ua/img/tx/448/448338502_s265.jpg,Lenovo Legion Pro 5 16IRX8 (82WK0005US),"
            42 099",/ua/computer-noutbuki-netbuki/lenovo-legion-pro-5-16irx8-82wk0005us/
,https://hotline.ua/img/tx/443/443620473_s265.jpg,Dell Vostro 3520 Carbon Black (N5315PVNB3520UA_UBU),"
            17 299",/ua/computer-noutbuki-netbuki/dell-vostro-3520-carbon-black-n5315pvnb3520uaubu/
,https://hotline.ua/img/tx/449/449956431_s265.jpg,"ASUS Vivobook 15 X1502ZA Quiet Blue (X1502ZA-BQ641, 90NB0VX1-M00V20)","
            17 249",/ua/computer-noutbuki-netbuki/asus-vivobook-15-x1502za-quiet-blue-x1502za-bq641-90nb0vx1-m00v20/
,https://hotline.ua/img/tx/242/242534311_s265.jpg,"Apple MacBook Pro 13"" Space Gray Late 2020 (MYD82)","
            34 408",/ua/computer-noutbuki-netbuki/apple-macbook-pro-13-space-gray-late-2020-myd82/
,https://hotline.ua/img/tx/451/451129652_s265.jpg,Lenovo Legion Slim 5 16APH8 (82Y9000PUS),"
            49 999",/ua/computer-noutbuki-netbuki/lenovo-legion-slim-5-16aph8-82y9000pus/
,https://hotline.ua/img/tx/451/451211114_s265.jpg,ASUS TUF Gaming A15 2023 FA507XI (FA507XI-LP013),"
            49 089",/ua/computer-noutbuki-netbuki/asus-tuf-gaming-a15-2023-fa507xi-fa507xi-lp013/
,https://hotline.ua/img/tx/444/444241634_s265.jpg,ASUS TUF Gaming A15 FA507NV (FA507NV-LP023),"
            43 383",/ua/computer-noutbuki-netbuki/asus-tuf-gaming-a15-fa507nv-fa507nv-lp023/
